date,resource,risk_score
2025-02-17,NAND,0.994692441183645
2025-02-24,NAND,0.9969854654662236
2025-03-03,NAND,0.9990910715687602
2025-03-10,NAND,0.9983641389957936
2025-03-17,NAND,0.9969938878357146
2025-03-24,NAND,0.9957440060549692
2025-03-31,NAND,0.991589242417922
2025-04-07,NAND,0.9937972911061296
2025-04-14,NAND,0.9877997565607282
2025-04-21,NAND,0.9909657507590416
2025-04-28,NAND,0.9765161614673228
2025-05-05,NAND,0.9871522949945192
2025-05-12,NAND,0.992740426385822
2025-05-19,NAND,0.9978918290883838
2025-05-26,NAND,0.9953882061386696
2025-06-02,NAND,0.9980845394474944
2025-06-09,NAND,0.9950842459628008
2025-06-16,NAND,0.9950445578897632
2025-06-23,NAND,0.9643112301189436
2025-06-30,NAND,0.9738728224554168
2025-07-07,NAND,0.001481576286727
2025-07-14,NAND,0.0014795069931242
2025-07-21,NAND,0.0011236482300274
2025-07-28,NAND,0.0019967529330298
2025-08-04,NAND,0.0021298744818005
